exit_any,sector_grp,years_since_first_investment,flag_founding_pre2000,first_round_syndicate_size,first_round_foreign_investor_share,first_round_corporate_vc_flag,first_round_late_stage_pe_flag,first_round_investor_experience_mean,log_investor_experience_mean
0,Financial Services,2.9130732375085557,0,1,1.0,0,0,46.0,3.8501476017100584
0,Healthcare,2.11088295687885,0,2,0.5,0,0,5583.75,8.627794947744032
0,Financial Services,5.3990417522245036,0,3,0.3333333333333333,0,0,366.6666666666667,5.907176730585393
0,Business Support Services,5.845311430527036,0,1,0.0,0,0,8.0,2.1972245773362196
0,Other,6.349075975359343,0,2,0.0,0,0,1631.0,7.397561535524052
0,Consumer Products,2.409308692676249,0,2,0.0,0,0,16701.333333333332,9.723303709203721
0,Other,4.046543463381246,1,1,0.0,0,0,8.0,2.1972245773362196
0,Medical Devices & Equipment,7.704312114989733,0,2,1.0,0,0,2036.3333333333333,7.619397042178247
0,Other,1.4154688569472964,0,1,0.0,0,0,7.0,2.0794415416798357
0,Other,3.5592060232717317,0,2,0.0,0,0,517.0,6.249975242259483
1,Internet,9.52498288843258,0,2,0.0,0,0,1555.5,7.350194989881663
0,Consumer Products,6.420260095824777,0,4,0.0,0,1,851.8,6.74852505341158
0,Education/Training,9.404517453798768,0,1,1.0,0,0,37.0,3.6375861597263857
0,Software,3.5263518138261465,0,3,0.0,0,0,353.0,5.869296913133774
1,Software,1.0841889117043122,0,1,0.0,0,0,99.0,4.605170185988092
0,Other,2.409308692676249,0,2,0.0,0,0,1607.0,7.382746449738912
1,Software,8.61327857631759,0,1,0.0,0,0,9.0,2.302585092994046
0,Pharmaceuticals,7.868583162217659,0,1,0.0,0,1,4.0,1.6094379124341003
0,Software,8.05201916495551,0,5,0.6,0,0,368.6,5.912421339767529
0,Other,7.436002737850787,0,3,0.6666666666666666,0,0,11725.75,9.369627835908593
0,Consumer Products,6.784394250513347,0,1,0.0,0,0,25.0,3.258096538021482
0,Other,8.462696783025326,0,2,1.0,0,0,12909.8,9.465819449387864
0,Internet,7.737166324435318,0,1,0.0,0,0,8.0,2.1972245773362196
0,Logistics & Distribution,2.11088295687885,0,1,0.0,0,0,16.0,2.833213344056216
0,Software,2.3901437371663246,0,2,0.0,0,0,31350.6,10.353020581441355
1,Retail,2.431211498973306,0,3,0.0,0,0,11970.0,9.39024233725137
0,Other,2.086242299794661,0,1,0.0,0,0,1661.5,7.416077772530009
0,Software,3.7973990417522243,0,1,0.0,0,0,99.0,4.605170185988092
0,Internet,8.328542094455852,0,1,0.0,0,0,44.0,3.8066624897703196
0,Other,0.14510609171800137,0,2,0.5,0,0,8064.0,8.99528899055931
0,Other,4.068446269678303,1,1,1.0,0,0,30.0,3.4339872044851463
1,Education/Training,6.803559206023272,0,3,0.6666666666666666,0,0,4295.0,8.3654396361887
0,Software,3.592060232717317,0,2,0.5,0,0,4224.333333333333,8.348853432142702
1,Consumer Products,7.3319644079397674,0,2,0.5,0,1,97.0,4.584967478670572
0,Other,0.06023271731690623,0,3,0.0,0,0,637.8,6.459591416340857
0,Pharmaceuticals,1.0924024640657084,0,1,1.0,0,0,3.0,1.3862943611198906
0,Other,8.191649555099247,0,1,0.0,0,0,9.0,2.302585092994046
0,Financial Services,3.5564681724845997,0,1,1.0,0,0,4363.0,8.381144346952961
0,Other,3.07460643394935,0,2,0.0,0,0,557.0,6.324358962381311
0,Internet,9.253935660506503,0,1,1.0,0,0,486.0,6.18826412308259
0,Other,9.415468856947296,0,1,0.0,0,1,8.0,2.1972245773362196
0,Business Support Services,3.1950718685831623,0,3,0.0,0,1,43.333333333333336,3.791736839553644
0,Food,6.795345653661875,1,1,1.0,0,0,379.0,5.940171252720432
0,Financial Services,1.623545516769336,0,2,0.0,0,0,16637.333333333332,9.719464549102415
0,Financial Services,7.835728952772074,0,2,0.0,0,0,747.0,6.617402977974478
1,Software,4.944558521560575,0,2,0.0,0,0,1420.3333333333333,7.25935067717757
0,Internet,8.462696783025326,0,1,1.0,0,0,696.0,6.546785410760524
0,Other,7.5893223819301845,0,3,0.0,0,0,15602.666666666666,9.655261208354455
1,Other,4.577686516084873,0,1,0.0,0,1,35.0,3.58351893845611
0,Software,2.4722792607802875,0,2,0.0,0,0,552.5,6.316261752148692
0,Software,3.865845311430527,0,2,0.5,0,0,6552.0,8.787678239039497
0,Other,3.9425051334702257,0,1,0.0,0,0,99.0,4.605170185988092
0,Agribusiness,6.757015742642026,0,1,0.0,0,0,10.0,2.3978952727983707
0,Financial Services,2.8720054757015743,0,2,0.5,0,0,6408.0,8.765458531504226
0,Internet,8.829568788501026,0,1,1.0,0,0,8918.5,9.095995170191323
0,Logistics & Distribution,7.030800821355236,0,1,0.0,0,0,163.0,5.099866427824199
0,Retail,9.582477754962355,0,3,1.0,0,0,276.0,5.6240175061873385
0,Software,9.620807665982204,0,1,0.0,0,0,2101.0,7.650644551436897
1,Retail,2.954140999315537,0,2,0.0,0,0,23398.0,10.06044856538989
0,Financial Services,7.170431211498974,0,1,1.0,0,0,2662.0,7.887208585813932
0,Consumer Products,2.004106776180698,0,1,1.0,0,0,689.0,6.536691597591305
0,Internet,9.571526351813826,0,1,0.0,0,0,15.0,2.772588722239781
0,Internet,5.634496919917864,0,3,0.0,0,0,75.66666666666667,4.339467020255086
0,Software,3.6386036960985626,0,4,0.3333333333333333,0,0,11771.25,9.373500345961029
0,Software,2.105407255304586,0,1,1.0,0,0,560.0,6.329720905522696
0,Software,4.142368240930869,0,2,0.5,0,0,3883.6666666666665,8.26479245903491
0,Pharmaceuticals,9.330595482546201,0,3,1.0,0,1,147.0,4.997212273764115
0,Other,0.4736481861738535,0,1,0.0,0,0,1.0,0.6931471805599453
0,Software,2.324435318275154,0,1,1.0,0,0,7893.4,8.973908926335037
0,Software,2.409308692676249,0,4,0.0,0,0,7151.142857142857,8.87516729108659
0,Other,5.28952772073922,1,1,1.0,0,1,6.0,1.9459101490553132
0,Software,3.6659822039698837,0,6,0.3333333333333333,0,0,929.875,6.8361250040308095
0,Other,7.950718685831622,0,2,0.0,0,0,1385.3333333333333,7.234417651074802
0,Software,8.030116358658454,0,1,0.0,0,0,5.0,1.791759469228055
0,"Automobiles, Other Vehicles & Parts",3.753593429158111,0,2,0.0,0,1,73.0,4.30406509320417
1,Other,9.44832306639288,0,1,0.0,0,0,3099.0,8.039157390473237
0,Other,3.7097878165639973,0,1,0.0,0,0,3.0,1.3862943611198906
0,Software,4.813141683778234,0,2,0.0,0,0,565.0,6.338594078203183
0,Internet,9.363449691991786,0,3,0.3333333333333333,0,0,1099.3333333333333,7.003368443185083
0,Internet,2.3956194387405887,0,4,0.3333333333333333,1,0,11740.5,9.37088485353387
0,Other,3.5071868583162216,0,4,0.0,0,0,878.4,6.77923985674671
1,Education/Training,8.180698151950718,0,1,1.0,0,0,4.0,1.6094379124341003
0,Software,4.249144421629021,0,4,0.25,0,0,47.0,3.871201010907891
1,Food,9.911019849418206,0,1,0.0,0,0,3099.0,8.039157390473237
0,Financial Services,9.960301163586584,1,1,1.0,0,0,60.0,4.110873864173311
0,Internet,9.284052019164955,0,2,0.0,0,0,17.0,2.8903717578961645
0,Healthcare,5.577002053388091,0,3,0.3333333333333333,0,0,4386.25,8.386457886093716
0,Internet,6.395619438740589,0,1,0.0,0,0,52.0,3.970291913552122
0,Financial Services,0.5941136208076659,0,5,0.0,0,0,1530.6666666666667,7.334111746121677
0,Financial Services,9.639972621492129,0,3,0.0,0,0,15741.333333333334,9.664108753254819
0,Education/Training,9.136208076659821,1,1,1.0,0,0,469.0,6.152732694704104
0,Other,3.969883641341547,0,4,0.0,0,0,4145.75,8.330080173886152
1,Other,8.68993839835729,1,1,1.0,0,1,49.0,3.912023005428146
0,Consumer Products,0.27652292950034224,0,1,1.0,0,0,46.0,3.8501476017100584
0,Other,2.1738535249828885,0,5,0.0,0,1,9391.8,9.147698717316002
0,Other,9.44558521560575,0,1,1.0,0,0,324.0,5.783825182329737
0,Consumer Products,0.7994524298425736,0,1,0.0,0,0,7.0,2.0794415416798357
0,Consumer Products,6.573579739904175,0,4,0.0,0,0,839.75,6.734294350620379
0,Healthcare,1.4565366187542779,0,1,1.0,0,0,7.0,2.0794415416798357
0,Consumer Products,6.896646132785763,0,2,0.0,0,0,2104.3333333333335,7.652229086707423
0,Software,3.994524298425736,0,2,1.0,0,0,7911.0,8.976135873302548
0,Other,2.4503764544832305,0,2,1.0,0,0,1370.0,7.223295679562314
0,Financial Services,8.829568788501026,0,2,0.0,0,1,1552.0,7.347943823148687
0,Education/Training,2.3107460643394937,0,1,0.0,0,0,11247.666666666666,9.328004882090173
1,Software,0.8186173853524983,0,1,0.0,0,0,37.0,3.6375861597263857
0,Business Support Services,4.747433264887063,0,1,1.0,0,0,28.0,3.367295829986474
0,Software,3.0088980150581794,0,3,0.3333333333333333,0,0,1880.25,7.539691728497186
0,Healthcare IT,6.499657768651608,0,1,0.0,0,0,15.0,2.772588722239781
0,Software,4.432580424366872,0,2,0.0,0,0,83.0,4.430816798843313
0,Agribusiness,6.053388090349076,0,4,0.5,0,0,574.5,6.355239228161937
0,Retail,9.949349760438055,0,2,0.5,0,0,861.5,6.759835148905514
0,Software,9.048596851471595,0,1,0.0,1,0,19.0,2.995732273553991
0,Other,2.5872689938398357,0,5,0.2,0,0,672.6666666666666,6.512735428735511
0,Software,3.060917180013689,0,1,1.0,0,0,46.0,3.8501476017100584
0,Education/Training,4.498288843258043,0,3,0.3333333333333333,0,0,32.0,3.4965075614664802
0,Software,4.7501711156741955,0,3,0.6666666666666666,0,0,47.666666666666664,3.884994333040227
0,Other,5.735797399041752,1,1,1.0,0,0,73.0,4.30406509320417
0,Software,3.29637234770705,0,1,0.0,0,0,7.0,2.0794415416798357
0,Software,1.6974674880219027,0,1,0.0,0,0,210.0,5.351858133476067
0,Software,0.36413415468856947,0,2,0.0,0,0,6.5,2.0149030205422647
0,Software,8.043805612594113,0,1,1.0,0,0,1033.0,6.9411900550683745
0,Software,6.751540041067762,0,2,0.5,0,0,16643.666666666668,9.719845123774757
0,Financial Services,9.623545516769337,0,2,0.0,0,1,1554.0,7.349230824613334
0,Medical Devices & Equipment,7.5893223819301845,0,1,0.0,0,0,10.0,2.3978952727983707
0,Other,3.249828884325804,0,1,0.0,0,0,3099.0,8.039157390473237
0,Business Support Services,3.1047227926078027,0,1,0.0,0,0,210.0,5.351858133476067
0,Other,4.331279945242985,0,4,0.75,0,0,10540.4,9.263065640599063
0,Software,8.982888432580424,0,2,0.5,0,0,380.0,5.942799375126701
0,Software,4.043805612594114,0,2,1.0,0,0,20976.333333333332,9.951197768692204
0,Other,7.025325119780972,1,1,1.0,0,1,83.0,4.430816798843313
0,"Automobiles, Other Vehicles & Parts",6.746064339493498,1,1,1.0,0,0,509.0,6.234410725718371
0,Pharmaceuticals,8.952772073921972,0,3,1.0,0,1,42.0,3.7612001156935624
1,Other,9.828884325804244,1,1,1.0,0,1,1.0,0.6931471805599453
0,Other,3.1786447638603694,0,3,0.3333333333333333,0,0,12507.0,9.434123718577732
1,Other,0.6817248459958932,0,1,0.0,0,0,6413.75,8.766355305129
0,Software,9.122518822724162,0,1,1.0,0,0,4363.0,8.381144346952961
0,Software,3.7371663244353184,0,3,0.0,0,0,1089.0,6.993932975223189
0,Food,3.34839151266256,0,2,0.5,0,0,1376.6666666666667,7.228146525843623
1,Consumer Products,6.422997946611909,0,2,0.0,0,0,53.5,3.9982007016691985
0,Business Support Services,0.24914442162902123,0,1,0.0,0,0,210.0,5.351858133476067
0,Healthcare,8.07939767282683,0,3,1.0,0,0,142.0,4.962844630259907
1,Business Support Services,3.707049965776865,1,1,0.0,0,0,4.0,1.6094379124341003
0,Other,1.103353867214237,1,1,0.0,0,0,6.0,1.9459101490553132
0,Healthcare IT,8.810403832991103,0,3,0.6666666666666666,0,0,501.0,6.218600119691729
0,Agribusiness,8.229979466119097,0,1,0.0,0,0,33.0,3.5263605246161616
0,Pharmaceuticals,8.465434633812457,0,1,1.0,0,0,3.0,1.3862943611198906
0,Software,3.488021902806297,0,1,0.0,0,0,4.0,1.6094379124341003
0,"Automobiles, Other Vehicles & Parts",2.973305954825462,0,1,0.0,0,0,4.0,1.6094379124341003
1,Other,7.044490075290897,0,1,0.0,0,0,6.0,1.9459101490553132
0,Software,1.620807665982204,0,1,0.0,0,0,7.0,2.0794415416798357
0,Other,9.686516084873375,0,3,0.6666666666666666,0,0,442.3333333333333,6.09432193254769
0,Consumer Products,7.775496235455168,0,1,0.0,0,1,8.0,2.1972245773362196
0,Software,2.099931553730322,0,2,0.0,0,0,656.5,6.48844476405192
1,Education/Training,4.0,0,4,0.0,0,0,1568.5,7.358512376282008
0,Other,3.3155373032169746,0,1,0.0,0,0,1.0,0.6931471805599453
0,Software,3.373032169746749,0,4,0.75,0,0,10434.5,9.252968734031805
0,Financial Services,7.12662559890486,0,4,0.3333333333333333,0,1,11719.75,9.369116054257589
0,Financial Services,8.618754277891854,1,1,1.0,0,1,23.0,3.1780538303479458
0,Internet,9.618069815195073,0,3,0.3333333333333333,0,0,54.666666666666664,4.019381523748645
0,Financial Services,5.084188911704312,1,1,0.0,0,0,11.0,2.4849066497880004
0,Software,5.9986310746064335,0,2,1.0,0,0,110.5,4.7140245909001735
0,Financial Services,7.841204654346338,0,3,0.5,0,0,15625.0,9.65669147255669
0,Food,9.360711841204655,1,2,0.5,0,0,9.5,2.3513752571634776
0,Internet,3.893223819301848,0,5,0.0,0,0,756.5,6.630023537383524
0,Software,2.2669404517453797,0,1,1.0,0,0,46.0,3.8501476017100584
0,Medical Devices & Equipment,4.547570157426421,0,1,0.0,0,0,163.0,5.099866427824199
0,Agribusiness,7.392197125256674,0,4,0.25,0,0,788.0,6.670766320845874
0,Software,8.098562628336756,0,1,0.0,0,0,21.0,3.091042453358316
0,Software,8.334017796030116,0,3,0.6666666666666666,0,0,5295.0,8.574707097616844
0,Other,1.0677618069815196,0,1,0.0,0,0,5.0,1.791759469228055
0,Business Support Services,4.082135523613963,0,2,0.5,0,0,1624.0,7.393263094763838
0,Internet,9.867214236824093,0,2,0.0,0,0,1588.0,7.370860166536716
1,Other,8.580424366872005,1,1,1.0,0,0,238.5,5.4785534168509695
0,Logistics & Distribution,8.030116358658454,1,1,0.0,0,0,5.0,1.791759469228055
0,Financial Services,6.869267624914442,1,1,1.0,0,1,10.0,2.3978952727983707
0,Financial Services,8.328542094455852,0,3,1.0,0,0,1089.3333333333333,6.9942387388702745
0,Software,9.347022587268993,0,2,0.5,0,0,899.5,6.802950164616011
0,Software,9.084188911704311,0,1,0.0,0,0,11.0,2.4849066497880004
0,Education/Training,9.69472963723477,0,2,0.0,0,0,205.5,5.330300412401088
0,Medical Devices & Equipment,9.478439425051334,0,1,1.0,0,0,12.0,2.5649493574615367
0,Healthcare,3.5017111567419574,0,3,0.3333333333333333,0,0,13175.4,9.486182629623753
0,Other,6.806297056810404,0,1,0.0,0,0,397.0,5.986452005284438
0,Software,3.2580424366872007,0,3,0.3333333333333333,0,0,1500.4,7.314153285138902
0,Education/Training,3.274469541409993,0,3,0.3333333333333333,0,0,4120.0,8.323851131338817
0,Education/Training,4.889801505817933,0,2,0.0,0,0,1673.5,7.423269892234259
0,Software,3.6139630390143735,0,2,0.0,0,0,1614.5,7.387399785264553
0,Internet,3.271731690622861,0,4,1.0,0,0,9582.857142857143,9.167835414448765
0,Financial Services,2.028747433264887,0,2,0.0,0,0,8182.5,9.009875210945939
0,Other,8.172484599589323,0,2,0.0,0,0,23403.5,10.060683590549347
0,Other,3.561943874058864,0,2,1.0,0,0,6414.333333333333,8.766446237248237
0,Healthcare,8.210814510609172,0,2,0.5,0,0,80.0,4.394449154672439
1,Software,9.946611909650924,1,1,1.0,0,0,258.0,5.556828061699537
0,Software,2.54072553045859,0,3,0.3333333333333333,0,0,12702.6,9.449640696845123
0,Medical Devices & Equipment,0.06023271731690623,0,1,0.0,0,0,10.0,2.3978952727983707
0,Healthcare,8.654346338124572,0,1,1.0,0,0,955.0,6.862757913051401
1,Internet,2.639288158795346,0,1,0.0,0,0,32.0,3.4965075614664802
1,Other,0.7611225188227242,0,1,0.0,0,0,9728.5,9.18291778639821
0,Retail,5.516769336071184,0,1,0.0,0,0,16.0,2.833213344056216
1,Internet,2.4668035592060233,0,2,0.5,0,0,30.0,3.4339872044851463
0,Healthcare IT,0.6242299794661191,0,2,1.0,0,0,102.0,4.634728988229636
0,Agribusiness,7.222450376454483,0,2,0.5,0,0,557.5,6.3252546185092555
0,Internet,9.210130047912388,0,2,0.0,0,0,5643.5,8.638436898701602
0,Food,8.407939767282683,0,1,0.0,0,0,4.0,1.6094379124341003
0,Other,4.0629705681040384,0,1,1.0,0,0,11.0,2.4849066497880004
0,Consumer Products,6.091718001368926,0,4,0.25,0,0,49.0,3.912023005428146
1,Medical Devices & Equipment,0.2792607802874743,0,2,1.0,0,0,18556.14285714286,9.828610053603377
0,Software,2.543463381245722,0,4,0.75,0,0,2719.4444444444443,7.908550544634741
0,Software,8.58590006844627,0,4,0.0,0,0,11.0,2.4849066497880004
0,Other,3.575633127994524,1,1,0.0,0,0,19.0,2.995732273553991
0,Software,2.754277891854894,0,2,0.0,0,0,23400.0,10.060534035475412
0,Other,6.031485284052019,0,1,1.0,0,0,16121.0,9.687940077843546
0,Software,3.216974674880219,0,4,0.25,0,0,274.0,5.616771097666572
0,Software,9.749486652977414,0,1,1.0,0,0,21234.0,9.963406042747371
1,Retail,1.9356605065023955,0,2,1.0,0,0,3003.4285714285716,8.007842669628365
0,Healthcare,6.335386721423682,0,1,0.0,0,0,3.0,1.3862943611198906
0,Other,5.83709787816564,0,2,0.0,0,0,167.5,5.126935749792416
1,Agribusiness,0.9007529089664613,0,1,1.0,0,0,2005.5,7.604147189706971
1,Other,6.9021218343600275,1,1,0.0,0,0,32.0,3.4965075614664802
0,Consumer Products,3.540041067761807,0,2,0.5,0,1,69.5,4.255612709818223
1,Retail,1.264887063655031,0,1,0.0,0,0,3099.0,8.039157390473237
0,Other,9.404517453798768,1,1,1.0,0,0,1.0,0.6931471805599453
0,Software,2.5763175906913074,0,3,0.0,0,0,4874.75,8.492029217752687
0,Financial Services,9.245722108145106,0,3,1.0,0,0,11395.333333333334,9.341046945219276
0,Other,9.44558521560575,1,1,0.0,0,1,35.0,3.58351893845611
0,Logistics & Distribution,9.653661875427789,0,3,0.3333333333333333,0,0,425.6666666666667,6.056003068245553
0,Logistics & Distribution,4.158795345653662,0,2,0.0,0,0,1564.5,7.3559605407664606
0,"Automobiles, Other Vehicles & Parts",1.0431211498973305,0,1,0.0,0,0,76.0,4.343805421853684
0,Other,2.751540041067762,1,1,1.0,0,0,11.0,2.4849066497880004
0,Software,7.753593429158111,0,1,0.0,0,0,7.0,2.0794415416798357
0,Software,1.9356605065023955,0,1,0.0,0,0,5.0,1.791759469228055
0,Internet,9.097878165639973,0,3,0.6666666666666666,0,1,53.333333333333336,3.9951379121386528
0,Financial Services,9.88911704312115,0,3,0.6666666666666666,0,1,196.33333333333337,5.284894346215896
0,Other,7.3730321697467485,0,5,0.25,0,0,3333.0,8.111928063310739
0,Other,4.046543463381246,0,1,1.0,0,0,12.0,2.5649493574615367
1,Food,0.6516084873374401,0,1,0.0,0,0,91.0,4.5217885770490405
0,Software,3.19233401779603,0,3,0.0,0,0,1664.0,7.417580402414544
0,Financial Services,1.782340862422998,0,1,1.0,0,0,70.0,4.2626798770413155
0,Financial Services,3.4414784394250515,0,5,0.2,0,0,1543.0,7.342131730584722
0,Food,5.308692676249144,1,1,1.0,0,0,14.0,2.70805020110221
0,Education/Training,3.5564681724845997,0,2,0.0,0,0,522.5,6.260537030310592
0,Other,3.1731690622861053,0,1,0.0,0,0,8.0,2.1972245773362196
0,Software,4.867898699520876,0,3,0.0,0,0,5459.0,8.605204068738951
0,Software,2.951403148528405,0,4,0.0,0,0,11738.5,9.370714503037313
0,Other,5.111567419575633,0,2,0.0,0,0,6540.0,8.785845337961213
0,Software,4.213552361396304,0,5,0.2,0,1,387.0,5.961005339623274
0,Software,6.740588637919234,0,2,0.5,0,0,26.5,3.3141860046725258
0,Other,0.7775496235455168,0,1,0.0,0,0,2.0,1.0986122886681098
0,Financial Services,9.36892539356605,0,2,1.0,0,0,242.5,5.495116942522644
0,Financial Services,2.948665297741273,0,2,0.5,0,0,12752.0,9.4535218170269
0,Financial Services,3.5236139630390144,0,1,1.0,0,0,9.0,2.302585092994046
0,Other,5.322381930184805,0,1,0.0,0,1,3.0,1.3862943611198906
0,Financial Services,4.572210814510609,0,2,0.0,1,0,27.5,3.349904087274605
0,Other,8.566735112936344,0,2,0.0,0,0,1402.0,7.246368080102461
0,Financial Services,4.446269678302532,0,3,0.3333333333333333,0,0,22.0,3.1354942159291497
0,Healthcare,8.999315537303216,0,2,0.5,0,0,15944.333333333334,9.676921484420589
0,Other,0.7967145790554415,0,3,0.5,0,0,15650.0,9.658290091690503
0,"Automobiles, Other Vehicles & Parts",6.573579739904175,1,1,0.0,0,1,8.0,2.1972245773362196
0,Other,3.2251882272416155,0,1,1.0,0,0,124.0,4.8283137373023015
0,Software,1.0047912388774811,0,2,0.5,0,0,7.0,2.0794415416798357
0,Healthcare IT,3.077344284736482,0,1,0.0,0,0,210.0,5.351858133476067
0,Healthcare IT,8.350444900752908,0,1,0.0,0,0,47.0,3.871201010907891
0,Healthcare IT,7.723477070499658,0,7,0.1666666666666666,0,0,2458.4285714285716,7.807684313906198
0,Internet,7.394934976043806,0,3,1.0,0,0,224.33333333333337,5.417580787374854
0,Healthcare IT,7.915126625598905,0,1,0.0,0,0,163.0,5.099866427824199
0,Food,7.660506502395619,1,1,1.0,0,0,41.0,3.7376696182833684
1,Other,6.277891854893908,0,2,0.5,0,0,926.5,6.83249279448159
0,Internet,8.678986995208762,0,2,1.0,0,0,23398.5,10.060469933596137
0,Software,1.6618754277891854,0,2,0.0,0,0,37.0,3.6375861597263857
0,Software,5.059548254620124,0,6,0.1666666666666666,0,0,41.666666666666664,3.7534179752515073
0,Financial Services,4.870636550308008,0,3,0.6666666666666666,1,0,4229.25,8.350016371948737
0,Software,5.757700205338809,0,5,0.4,0,0,3333.2,8.111988049513931
0,Software,2.5489390828199863,0,5,0.2,0,0,266.8,5.5902404332570725
0,Financial Services,2.543463381245722,0,2,1.0,0,1,1670.25,7.421327128416153
0,Healthcare,7.750855578370979,1,2,0.5,0,1,3.5,1.5040773967762742
1,Other,8.922655715263518,1,1,1.0,0,1,3.0,1.3862943611198906
0,Healthcare,9.059548254620124,1,2,1.0,0,1,163.5,5.1029105702054265
0,Healthcare,0.6132785763175906,0,2,0.0,0,0,2757.3333333333335,7.922381911577154
1,Software,4.112251882272417,0,2,0.0,0,0,6540.0,8.785845337961213
0,Other,1.2950034223134839,0,2,0.0,0,0,29.5,3.417726683613366
1,Other,2.8747433264887063,0,1,0.0,0,0,59.0,4.0943445622221
0,Consumer Products,1.9000684462696784,0,2,0.0,0,0,2332.25,7.755017424445856
0,Consumer Products,1.2539356605065024,0,2,0.0,0,0,1568.5,7.358512376282008
0,Other,9.409993155373032,0,3,1.0,0,0,3600.8333333333335,8.189198254074972
0,Software,3.0691307323750854,0,2,0.5,0,0,13039.25,9.475796007076008
0,Consumer Products,1.5304585900068446,0,1,1.0,0,0,193.0,5.267858159063328
0,Internet,9.42094455852156,0,1,0.0,0,0,3099.0,8.039157390473237
0,Logistics & Distribution,5.023956194387406,0,4,0.0,0,0,340.75,5.834079475604059
0,Medical Devices & Equipment,6.067077344284736,0,1,0.0,0,0,25.0,3.258096538021482
0,Software,2.294318959616701,0,3,0.0,0,0,1405.6666666666667,7.248978118361948
0,Internet,9.32785763175907,0,2,0.0,0,0,2371.5,7.771699530484083
0,Consumer Products,6.179329226557153,1,1,0.0,0,0,3.0,1.3862943611198906
0,Financial Services,2.5817932922655715,0,2,0.0,0,0,580.0,6.364750756851911
0,Software,3.485284052019165,0,2,0.0,0,0,568.0,6.343880434126331
0,Financial Services,2.8966461327857633,0,2,0.0,0,0,580.0,6.364750756851911
1,Other,8.24640657084189,1,1,1.0,0,1,4.0,1.6094379124341003
0,"Automobiles, Other Vehicles & Parts",6.2587268993839835,0,1,0.0,0,0,115.0,4.7535901911063645
0,Medical Devices & Equipment,3.247091033538672,0,2,0.0,0,0,110.0,4.709530201312334
0,Education/Training,3.082819986310746,0,4,0.5,0,0,9999.2,9.210360371776185
0,Internet,9.522245037645447,0,3,0.3333333333333333,0,0,664.6666666666666,6.500789044747705
0,Consumer Products,3.542778918548939,0,1,0.0,0,1,20.0,3.044522437723423
0,Software,1.83709787816564,0,1,1.0,0,0,70.0,4.2626798770413155
0,Financial Services,3.7508555783709787,0,4,0.5,0,0,1504.0,7.316548177182976
0,Financial Services,3.2908966461327855,0,1,0.0,0,0,8.0,2.1972245773362196
0,Other,0.05475701574264202,0,2,0.0,0,0,554.0,6.318968113746434
0,Financial Services,5.385352498288843,0,3,0.6666666666666666,0,0,1317.2857142857142,7.184087470238331
0,Business Support Services,2.967830253251198,0,2,0.5,0,0,129.5,4.871373226762748
0,Software,9.399041752224504,0,2,0.0,0,0,1550.0,7.346655163176539
0,Food,3.403148528405202,0,4,0.25,0,0,11382.333333333334,9.339905576330827
0,Internet,6.940451745379876,0,2,0.5,0,1,1555.0,7.349873704738337
0,Internet,9.689253935660506,0,1,1.0,0,0,70.0,4.2626798770413155
0,Other,8.071184120465434,0,1,1.0,0,0,15815.0,9.668777364850452
0,Logistics & Distribution,9.57700205338809,0,1,1.0,0,0,12.0,2.5649493574615367
0,Other,0.25735797399041754,0,1,0.0,0,0,2.0,1.0986122886681098
1,Other,4.3641341546885695,0,1,1.0,0,0,2.0,1.0986122886681098
0,Other,3.3155373032169746,0,1,0.0,0,0,70.0,4.2626798770413155
0,Other,9.883641341546886,0,1,0.0,0,0,33.0,3.5263605246161616
0,Other,5.2676249144421625,0,1,1.0,0,0,12.0,2.5649493574615367
0,Financial Services,4.342231348391513,0,1,1.0,0,0,35.0,3.58351893845611
0,Internet,4.3668720054757015,0,1,0.0,0,0,210.0,5.351858133476067
0,Software,3.5181382614647503,0,3,0.0,0,1,1052.3333333333333,6.959715017912848
0,Education/Training,4.41615331964408,0,1,0.0,0,0,163.0,5.099866427824199
0,Education/Training,6.55441478439425,0,1,0.0,0,0,4.0,1.6094379124341003
0,Education/Training,6.798083504449007,0,4,0.0,0,0,13689.57142857143,9.524462657993661
0,Education/Training,4.323066392881588,0,2,0.5,0,0,1804.8,7.498758985873379
0,Internet,4.542094455852156,0,1,0.0,0,0,210.0,5.351858133476067
0,Food,8.490075290896646,0,1,1.0,0,0,7.0,2.0794415416798357
0,Agribusiness,4.5804243668720055,0,4,0.5,0,0,885.8333333333334,6.787657065368315
0,Agribusiness,3.403148528405202,0,1,1.0,0,0,13708.75,9.525862537525041
0,Internet,5.804243668720055,0,4,0.5,0,0,130.0,4.875197323201151
0,Other,6.510609171800137,0,1,0.0,0,0,224.0,5.41610040220442
0,Other,9.60164271047228,0,1,1.0,0,0,33.0,3.5263605246161616
0,Other,2.3326488706365502,0,2,0.0,0,0,1607.0,7.382746449738912
0,Financial Services,9.541409993155373,0,1,1.0,0,0,8.0,2.1972245773362196
0,Financial Services,0.892539356605065,1,2,0.5,0,0,15.0,2.772588722239781
0,Software,6.72416153319644,0,6,0.6666666666666666,0,0,2645.0,7.880804344674901
0,Consumer Products,4.566735112936345,0,2,0.5,0,1,52.5,3.979681653901961
0,Other,1.319644079397673,0,2,0.5,0,1,15709.0,9.662052731249666
0,Other,9.344284736481862,0,3,0.6666666666666666,0,0,11995.5,9.392370219560476
0,Agribusiness,9.593429158110883,0,1,0.0,0,0,28.0,3.367295829986474
