exit_any,sector_grp,years_since_first_investment,flag_founding_pre2000,first_round_syndicate_size,first_round_foreign_investor_share,first_round_corporate_vc_flag,first_round_late_stage_pe_flag,first_round_investor_experience_mean,log_investor_experience_mean
0,Healthcare IT,8.366872005475702,0,1,0.0,0,0,7.0,2.0794415416798357
1,Other,2.510609171800137,0,1,0.0,0,0,3099.0,8.039157390473237
0,Software,8.914442162902121,0,1,0.0,0,0,7.0,2.0794415416798357
0,Other,1.702943189596167,0,1,1.0,0,0,41.0,3.7376696182833684
0,Software,3.373032169746749,0,2,0.5,0,0,554.0,6.318968113746434
0,Other,4.818617385352498,0,1,0.0,0,0,189.0,5.247024072160486
1,Food,3.0198494182067077,0,2,0.0,0,0,23.5,3.1986731175506815
0,Other,4.4955509924709105,0,1,0.0,0,0,163.0,5.099866427824199
0,Other,3.0937713894592744,0,1,0.0,0,0,19.0,2.995732273553991
0,Other,4.20807665982204,0,1,0.0,0,0,210.0,5.351858133476067
0,Consumer Products,1.7631759069130732,0,2,0.0,0,0,8183.0,9.009936307631463
0,Agribusiness,6.759753593429158,0,2,0.5,0,0,2189.5,7.691885107253953
0,Other,4.837782340862423,0,7,0.1428571428571428,0,0,459.1428571428572,6.131537000275886
0,Other,0.24914442162902123,0,3,0.3333333333333333,0,0,1051.6666666666667,6.959081906147477
0,Agribusiness,6.863791923340178,0,2,0.0,0,0,10.0,2.3978952727983707
0,Software,4.594113620807666,0,5,0.2,0,1,275.0,5.62040086571715
0,Food,0.837782340862423,1,2,0.0,0,0,7.0,2.0794415416798357
0,Financial Services,6.5188227241615335,0,1,0.0,0,0,8.0,2.1972245773362196
0,Software,7.750855578370979,0,3,0.3333333333333333,0,1,1057.0,6.964135612418245
0,Pharmaceuticals,6.945927446954141,0,4,0.0,0,0,875.2,6.775594375379798
0,Medical Devices & Equipment,4.484599589322382,0,4,0.0,0,0,3529.6,8.169223107155183
0,Agribusiness,9.500342231348391,0,5,0.6,0,0,123.2,4.821893169499378
0,Education/Training,5.708418891170431,0,1,1.0,0,0,230.0,5.442417710521793
0,Other,1.3305954825462012,0,3,0.5,0,0,5463.0,8.605936401250625
0,Financial Services,7.822039698836414,0,1,0.0,0,1,103.0,4.6443908991413725
0,Software,4.041067761806982,0,2,0.5,0,0,4268.0,8.359134886757962
0,Internet,9.891854893908283,0,2,0.0,0,0,16656.666666666668,9.720625849889664
0,Logistics & Distribution,4.684462696783025,0,1,0.0,0,0,163.0,5.099866427824199
0,Software,4.7501711156741955,0,1,0.0,0,0,19.0,2.995732273553991
0,Food,5.470225872689938,0,3,0.6666666666666666,0,0,5376.333333333333,8.589947867325149
0,Financial Services,3.2580424366872007,0,7,0.8571428571428571,0,0,6600.125,8.794995368034247
0,Pharmaceuticals,5.0978781656399725,0,1,1.0,0,1,10.0,2.3978952727983707
0,Software,9.56331279945243,0,2,0.0,0,0,1562.0,7.354362330421477
0,Software,4.098562628336755,0,1,0.0,0,0,248.0,5.517452896464707
