,first_round_syndicate_size,first_round_syndicate_size,first_round_foreign_investor_share,first_round_foreign_investor_share,first_round_investor_experience_mean,first_round_investor_experience_mean,preqin_n_deal_records,preqin_n_deal_records,preqin_n_unique_investors,preqin_n_unique_investors
,mean,median,mean,median,mean,median,mean,median,mean,median
exit_any,,,,,,,,,,
0,2.117828773168579,2.0,0.3818788911324247,0.25,2805.549748581766,371.91666666666663,3.3768755516328333,2.0,4.903795233892321,3.0
1,1.375,1.0,0.42366946778711484,0.0,2463.665099206349,207.5,2.033333333333333,2.0,1.3875,1.0
