n_params_full,n_params_noyear,epp_full,epp_noyear,syndicate2v1_OR_full,syndicate2v1_OR_noyear,year_block_LR_p
31,22,7.32258064516129,10.318181818181818,0.3782761913355745,0.3627138581879247,0.13355259791588533
